pool_id,token_pair,pool_type,virtual_notional_usd,quote_source,estimated_slippage_pct,estimated_price_impact_pct,exit_depth_available,exit_depth_usd,capacity_pass,capacity_limit_usd,confidence,invalid_reason
0x4e962bb3889bf030368f56810a9c96b83cb3e778,cbBTC/USDC,concentrated_liquidity,20,reserve_math_approximation,0.0102804470753661,0.007710335306524575,yes,37.037294036327154,yes,37.037294036327154,high,
0x4e962bb3889bf030368f56810a9c96b83cb3e778,cbBTC/USDC,concentrated_liquidity,100,reserve_math_approximation,0.058465491677488234,0.04384911875811617,yes,37.037294036327154,no,37.037294036327154,medium,
0x4e962bb3889bf030368f56810a9c96b83cb3e778,cbBTC/USDC,concentrated_liquidity,500,reserve_math_approximation,0.3324966017558842,0.24937245131691316,yes,37.037294036327154,no,37.037294036327154,low,
0x4e962bb3889bf030368f56810a9c96b83cb3e778,cbBTC/USDC,concentrated_liquidity,1000,reserve_math_approximation,0.7029098129626448,0.5271823597219836,yes,37.037294036327154,no,37.037294036327154,low,
0x4e962bb3889bf030368f56810a9c96b83cb3e778,cbBTC/USDC,concentrated_liquidity,2000,reserve_math_approximation,1.485976706378282,1.1144825297837115,yes,37.037294036327154,no,37.037294036327154,low,
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,concentrated_liquidity,20,reserve_math_approximation,0.0116401047473093,0.008730078560481976,yes,33.01340198677528,yes,33.01340198677528,high,
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,concentrated_liquidity,100,reserve_math_approximation,0.0661979427781518,0.04964845708361385,yes,33.01340198677528,no,33.01340198677528,medium,
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,concentrated_liquidity,500,reserve_math_approximation,0.376471494302698,0.2823536207270235,yes,33.01340198677528,no,33.01340198677528,low,
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,concentrated_liquidity,1000,reserve_math_approximation,0.7958743224701055,0.5969057418525792,yes,33.01340198677528,no,33.01340198677528,low,
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,concentrated_liquidity,2000,reserve_math_approximation,1.682507033740934,1.2618802753057006,yes,33.01340198677528,no,33.01340198677528,low,
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,20,reserve_math_approximation,0.011523738050224022,0.008642803537668015,yes,35.783143465431834,yes,35.783143465431834,high,
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,100,reserve_math_approximation,0.06553615870299437,0.049152119027245776,yes,35.783143465431834,no,35.783143465431834,medium,
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,500,reserve_math_approximation,0.3727078903412396,0.2795309177559297,yes,35.783143465431834,no,35.783143465431834,low,
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,1000,reserve_math_approximation,0.7879179279005258,0.5909384459253944,yes,35.783143465431834,no,35.783143465431834,low,
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,2000,reserve_math_approximation,1.6656869285451934,1.249265196408895,yes,35.783143465431834,no,35.783143465431834,low,
0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,concentrated_liquidity,20,reserve_math_approximation,0.00582250747604521,0.004366880607033908,yes,62.69777992371203,yes,62.69777992371203,high,
0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,concentrated_liquidity,100,reserve_math_approximation,0.03311293369706994,0.024834700272802455,yes,62.69777992371203,no,62.69777992371203,medium,
0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,concentrated_liquidity,500,reserve_math_approximation,0.18831515159707393,0.14123636369780546,yes,62.69777992371203,no,62.69777992371203,low,
0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,concentrated_liquidity,1000,reserve_math_approximation,0.39810502509831686,0.29857876882373763,yes,62.69777992371203,no,62.69777992371203,low,
0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,concentrated_liquidity,2000,reserve_math_approximation,0.841608387134124,0.6312062903505931,yes,62.69777992371203,no,62.69777992371203,low,
0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,20,reserve_math_approximation,0.002018414051157262,0.0015138105383679466,yes,182.64048476514364,yes,182.64048476514364,high,
0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,100,reserve_math_approximation,0.011478836381778448,0.008609127286333836,yes,182.64048476514364,yes,182.64048476514364,medium,
0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,500,reserve_math_approximation,0.06528080034128454,0.04896060025596341,yes,182.64048476514364,no,182.64048476514364,low,
0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,1000,reserve_math_approximation,0.13800596732604656,0.10350447549453493,yes,182.64048476514364,no,182.64048476514364,low,
0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,2000,reserve_math_approximation,0.29174959433751124,0.21881219575313343,yes,182.64048476514364,no,182.64048476514364,low,
