pool_id,token_pair,tvl_change_15m,tvl_change_30m,tvl_change_1h,volume_change_15m,volume_change_30m,volume_change_1h,price_move_5m,price_move_15m,price_move_30m,volume_collapse_flag,tvl_drop_flag,price_spike_down_flag,source,confidence,data_quality_status,failure_reason
0xc200f21efe67c7f41b81a854c26f9cda80593065,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B/0x4200000000000000000000000000000000000006,-0.000001,-0.000002,-0.000005,1.211198,-0.361407,-0.100924,-0.115,0.339,-0.158,no,no,no,gecko_ohlcv_plus_baseline_proxy,carried_forward,ok,
0xe8f16fbf4eafec04bcf0c06d768e7ba325f9d6de,0xDCF5130274753C8050AB061B1A1DCBF583F5BFD0/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,,,,,,,,no,no,no,gecko_ohlcv_v1d,low,missing,ohlcv_status_429
0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913/0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0.000013,0.000026,0.000052,-0.369921,-0.316899,-0.258564,-0.031,-0.561,0.079,no,no,no,gecko_ohlcv_plus_baseline_proxy,carried_forward,ok,
0x20cb8f872ae894f7c9e32e621c186e5afce82fd0,0x940181A94A35A4569E4529A3CDFB74E38FD98631/0x4200000000000000000000000000000000000006,-0.000002,-0.000004,-0.000007,,,,,,,no,no,no,gecko_ohlcv_plus_baseline_proxy,carried_forward,missing,
0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,0x4200000000000000000000000000000000000006/0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,-0.000003,-0.000006,-0.000012,0.460104,-0.660292,-0.316010,-0.083,-0.009,-0.163,no,no,no,gecko_ohlcv_plus_baseline_proxy,carried_forward,ok,
0xe640781d47992636fe7dd4822f2cdf6cb7d5e331f346bc58776a577ecd493fea,0xE66E242725EB87CC014B186474AB5189906457D6/0x4200000000000000000000000000000000000006,-0.000029,-0.000057,-0.000114,0.337458,-0.768704,1.480116,0,0,0,no,no,no,gecko_ohlcv_plus_baseline_proxy,carried_forward,ok,
